profile_key,name,wikidata_id,source_url,wikipedia_url,category,birth_date,death_date,birth_place,country,gender,occupation,occupations,description,sitelinks,data_quality,notes
alejandra_bravo_q4714442,Alejandra Bravo,Q4714442,https://www.wikidata.org/wiki/Q4714442,https://en.wikipedia.org/wiki/Alejandra_Bravo,science,1961-04-29,,Mexico City,Mexico,female,biologist,biologist; biochemist,Mexican biochemist; co-recipient of the 2010 L'Oréal-UNESCO Awards for Women in Science,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alejandro_garcía_caturla_q1370384,Alejandro García Caturla,Q1370384,https://www.wikidata.org/wiki/Q1370384,https://en.wikipedia.org/wiki/Alejandro_Garc%C3%ADa_Caturla,music,1906-03-07,1940-11-12,Remedios,Cuba,male,conductor,conductor; composer; judge,Cuban musician (1906–1940),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
aleksandar_stamboliyski_q313535,Aleksandar Stamboliyski,Q313535,https://www.wikidata.org/wiki/Q313535,https://en.wikipedia.org/wiki/Aleksandar_Stamboliyski,philosophy,1879-03-01,1923-06-14,Slavovitsa,Bulgaria,male,politician,politician; philosopher; agronomist; journalist,Bulgarian prime minister (14 October 1919 – 9 June 1923),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alex_pothen_q55274739,Alex Pothen,Q55274739,https://www.wikidata.org/wiki/Q55274739,https://en.wikipedia.org/wiki/Alex_Pothen,science,,,,,male,researcher,researcher,American computer scientist and applied mathematician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alexander_bogdanov_q335142,Alexander Bogdanov,Q335142,https://www.wikidata.org/wiki/Q335142,https://en.wikipedia.org/wiki/Alexander_Bogdanov,philosophy,1873-08-22,1928-04-07,Sokółka,Russian Empire,male,philosopher,philosopher; economist; physician; writer; poet; sociologist; journalist; science fiction writer; politician; revolutionary,"Russian physician, philosopher and revolutionary (1873–1928)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alexander_garvie_q104286561,Alexander Garvie,Q104286561,https://www.wikidata.org/wiki/Q104286561,https://en.wikipedia.org/wiki/Alexander_Garvie,prominent_figure,1820-01-01,1859-00-00,,Colony of New Zealand,male,surveyor,surveyor,New Zealand land surveyor (1820–1861),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alexander_lyon_macfie_q20027947,Alexander Lyon Macfie,Q20027947,https://www.wikidata.org/wiki/Q20027947,https://en.wikipedia.org/wiki/A._L._Macfie,prominent_figure,1931-06-26,,,United Kingdom,male,historian,historian,British historian,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alexandre_deulofeu_q713227,Alexandre Deulofeu,Q713227,https://www.wikidata.org/wiki/Q713227,https://en.wikipedia.org/wiki/Alexandre_Deulofeu,philosophy,1903-09-20,1978-12-27,L'Armentera,Spain,male,politician,politician; philosopher; historian,Catalan historian (1903-1978),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alexandru_robot_q2904234,Alexandru Robot,Q2904234,https://www.wikidata.org/wiki/Q2904234,https://en.wikipedia.org/wiki/Alexandru_Robot,literature,1916-01-15,1941-00-00,Bucharest,Romania,male,poet,poet; journalist; literary critic; writer,Romanian writer (1916-1941),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alexei_rykov_q294339,Alexei Rykov,Q294339,https://www.wikidata.org/wiki/Q294339,https://en.wikipedia.org/wiki/Alexei_Rykov,politics,1881-02-25,1938-03-15,Saratov,Russian Empire,male,politician,politician,Premier of Russia and the Soviet Union (1881-1938),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alexei_shepelev_q4062026,Alexei Shepelev,Q4062026,https://www.wikidata.org/wiki/Q4062026,https://en.wikipedia.org/wiki/Alexei_Shepelev,religion,1840-04-14,1917-03-11,Kyiv,,male,,,orthodox saint and monk of the Kyiv Pechersk Lavra,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alexey_ekimov_q1547368,Alexey Ekimov,Q1547368,https://www.wikidata.org/wiki/Q1547368,https://en.wikipedia.org/wiki/Alexey_Ekimov,science,1945-02-28,,Saint Petersburg,Soviet Union,male,physicist,physicist,Russian physicist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alfred_adler_q152393,Alfred Adler,Q152393,https://www.wikidata.org/wiki/Q152393,https://en.wikipedia.org/wiki/Alfred_Adler,prominent_figure,1870-02-07,1937-05-28,Rudolfsheim,Austria,male,psychiatrist,psychiatrist; psychotherapist; ophthalmologist; psychologist,Austrian psychotherapist (1870–1937),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alfred_döblin_q57389,Alfred Döblin,Q57389,https://www.wikidata.org/wiki/Q57389,https://en.wikipedia.org/wiki/Alfred_D%C3%B6blin,literature,1878-08-10,1957-06-26,Szczecin,Germany,male,writer,writer; playwright; novelist; essayist; physician writer; journalist; neurologist; science fiction writer; poet; physician; medical officer; screenwriter; theatre critic,German expressionist novelist (1878–1957),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alfred_g_gilman_q296423,Alfred G. Gilman,Q296423,https://www.wikidata.org/wiki/Q296423,https://en.wikipedia.org/wiki/Alfred_G._Gilman,science,1941-07-01,2015-12-23,New Haven,United States,male,pharmacologist,pharmacologist; pharmacist; university teacher; biochemist; physiologist,American pharmacologist (1941-2015),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alfred_hermann_fried_q78488,Alfred Hermann Fried,Q78488,https://www.wikidata.org/wiki/Q78488,https://en.wikipedia.org/wiki/Alfred_Hermann_Fried,politics,1864-11-11,1921-05-05,Vienna,Austria,male,opinion journalist,opinion journalist; Esperantist; writer; pacifist; journalist; jurist; publisher; politician,"Austrian Jewish pacifist, publicist, journalist and Nobel Peace Prize laureate (1864–1921)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
ali_bongo_ondimba_q57521,Ali Bongo Ondimba,Q57521,https://www.wikidata.org/wiki/Q57521,https://en.wikipedia.org/wiki/Ali_Bongo,politics,1959-02-09,,Brazzaville,Gabon,male,diplomat,diplomat; politician; lawyer; minister,President of Gabon (2009–2023),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
ali_khamenei_q57336,Ali Khamenei,Q57336,https://www.wikidata.org/wiki/Q57336,https://en.wikipedia.org/wiki/Ali_Khamenei,politics,1939-04-19,2026-02-28,Mashhad,Pahlavi Iran,male,Islamic jurist,Islamic jurist; politician; translator; writer; poet; cleric,cleric and former Supreme Leader of Iran from 1989 to 2026 (1939–2026),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
ali_qushji_q423644,Ali Qushji,Q423644,https://www.wikidata.org/wiki/Q423644,https://en.wikipedia.org/wiki/Ali_Qushji,science,1403-01-01,1474-12-16,Samarkand,Timurid Empire,male,mathematician,mathematician; astronomer; physicist; astrologer; teacher; linguist; writer,Ottoman astronomer and mathematician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
ali_sher_hyderi_q6780330,Ali Sher Hyderi,Q6780330,https://www.wikidata.org/wiki/Q6780330,https://en.wikipedia.org/wiki/Ali_Sher_Hyderi,prominent_figure,1963-01-01,2009-08-17,Khairpur,Pakistan,male,Islamicist,Islamicist,former Chief of Sipah-e-Sahaba Pakistan,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alice_archenhold_q33083588,Alice Archenhold,Q33083588,https://www.wikidata.org/wiki/Q33083588,https://en.wikipedia.org/wiki/Alice_Archenhold,science,1874-08-27,1943-02-09,Wiesbaden,German Reich,female,astronomer,astronomer,German astronomist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alice_h_parker_q52450707,Alice H. Parker,Q52450707,https://www.wikidata.org/wiki/Q52450707,https://en.wikipedia.org/wiki/Alice_H._Parker,prominent_figure,1895-00-00,1920-00-00,Morristown,United States,female,inventor,inventor,American inventor,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alice_laura_embleton_q98442651,Alice Laura Embleton,Q98442651,https://www.wikidata.org/wiki/Q98442651,https://en.wikipedia.org/wiki/Alice_Embleton,science,1876-01-01,1960-00-00,Epsom,United Kingdom,female,zoologist,zoologist; biologist; suffragist,British biologist and zoologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alice_munro_q234819,Alice Munro,Q234819,https://www.wikidata.org/wiki/Q234819,https://en.wikipedia.org/wiki/Alice_Munro,literature,1931-07-10,2024-05-13,Wingham,Canada,female,writer,writer; screenwriter; novelist; short story writer; journalist,Canadian writer (1931–2024),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alice_sluckin_q109062499,Alice Sluckin,Q109062499,https://www.wikidata.org/wiki/Q109062499,https://en.wikipedia.org/wiki/Alice_Sluckin,prominent_figure,1919-07-21,2019-02-15,Prague,,female,social worker,social worker,social worker and psychologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alice_of_dunk_s_ferry_q105947240,Alice of Dunk's Ferry,Q105947240,https://www.wikidata.org/wiki/Q105947240,https://en.wikipedia.org/wiki/Alice_of_Dunk%27s_Ferry,prominent_figure,1686-01-01,1802-01-01,,,female,historian,historian,"oral historian and centenarian, born a slave in Philadelphia",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alicia_troncoso_lora_q58140790,Alicia Troncoso Lora,Q58140790,https://www.wikidata.org/wiki/Q58140790,https://en.wikipedia.org/wiki/Alicia_Troncoso_Lora,science,1974-00-00,,Carmona,Spain,female,artificial intelligence researcher,artificial intelligence researcher; computer scientist; university teacher,Artificial Intelligence researcher (born 1974),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alieu_ebrima_cham_joof_q1412076,Alieu Ebrima Cham Joof,Q1412076,https://www.wikidata.org/wiki/Q1412076,https://en.wikipedia.org/wiki/Alieu_Ebrima_Cham_Joof,politics,1924-10-22,2011-04-02,Banjul,The Gambia,male,journalist,journalist; historian; writer; trade unionist; politician; political activist,Gambian politician (1924-2011),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alina_szmant_q114410406,Alina Szmant,Q114410406,https://www.wikidata.org/wiki/Q114410406,https://en.wikipedia.org/wiki/Alina_Szmant,prominent_figure,,,,,female,researcher,researcher,researcher,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alison_jean_laurie_q115033226,Alison Jean Laurie,Q115033226,https://www.wikidata.org/wiki/Q115033226,https://en.wikipedia.org/wiki/Alison_Laurie,literature,,2024-08-16,,,female,university teacher,university teacher; oral historian,"1941-2024 - Feminist, lesbian activist, writer and oral historian. Director, Gender and Women's Studies, Victoria University of Wellington. Trustee of Lesbian and Gay Archives of New Zealand (LAGANZ). Lives Paekakariki.",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
aliya_nazarbayeva_q4312090,Aliya Nazarbayeva,Q4312090,https://www.wikidata.org/wiki/Q4312090,https://en.wikipedia.org/wiki/Aliya_Nazarbayeva,business,1980-02-03,,Almaty,Kazakhstan,female,businessperson,businessperson; entrepreneur,Kazakh businesswoman,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
allison_gardner_q126852472,Allison Gardner,Q126852472,https://www.wikidata.org/wiki/Q126852472,https://en.wikipedia.org/wiki/Allison_Gardner,politics,,,,United Kingdom,female,politician,politician,"British politician, from 2024, Member of Parliament for Stoke-on-Trent South",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
almerico_da_schio_q3612800,Almerico da Schio,Q3612800,https://www.wikidata.org/wiki/Q3612800,https://en.wikipedia.org/wiki/Almerico_da_Schio,science,1836-11-25,1930-11-28,Longare,Kingdom of Italy,male,scientist,scientist,Italian scientist (1836-1930),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alois_eliáš_q457963,Alois Eliáš,Q457963,https://www.wikidata.org/wiki/Q457963,https://en.wikipedia.org/wiki/Alois_Eli%C3%A1%C5%A1,politics,1890-09-29,1942-06-19,Vinohrady,Czechoslovakia,male,politician,politician; military personnel; soldier; resistance fighter,Czechoslovak general and politician (1890-1942),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alonso_berruguete_q114357,Alonso Berruguete,Q114357,https://www.wikidata.org/wiki/Q114357,https://en.wikipedia.org/wiki/Alonso_Berruguete,visual_art,1488-00-00,1561-00-00,Paredes de Nava,Spain,male,painter,painter; sculptor; architect,"16th century Spanish painter, sculptor and architect (c.1486-1561)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alonso_cano_q378783,Alonso Cano,Q378783,https://www.wikidata.org/wiki/Q378783,https://en.wikipedia.org/wiki/Alonso_Cano,visual_art,1601-03-19,1667-09-03,Granada,Spain,male,painter,painter; sculptor; architect; architectural drafter; visual artist,"Spanish painter, architect and sculptor (1601-1667)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alun_munslow_q4737499,Alun Munslow,Q4737499,https://www.wikidata.org/wiki/Q4737499,https://en.wikipedia.org/wiki/Alun_Munslow,philosophy,1947-01-01,2019-00-00,,,male,historian,historian; philosopher,historian,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alva_myrdal_q152437,Alva Myrdal,Q152437,https://www.wikidata.org/wiki/Q152437,https://en.wikipedia.org/wiki/Alva_Myrdal,politics,1902-01-31,1986-02-01,Uppsala Cathedral Assembly,Sweden,female,diplomat,diplomat; politician; sociologist; writer; ambassador; university teacher; social reformer; journalist,Swedish sociologist and politician (1902-1986),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
alvin_eliot_roth_q28542,Alvin Eliot Roth,Q28542,https://www.wikidata.org/wiki/Q28542,https://en.wikipedia.org/wiki/Alvin_E._Roth,prominent_figure,1951-12-18,,New York City,United States,male,economist,economist; university teacher; academic,"American economist, professor",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
amanda_bosh_q20894899,Amanda Bosh,Q20894899,https://www.wikidata.org/wiki/Q20894899,https://en.wikipedia.org/wiki/Amanda_Bosh,science,,,,,female,researcher,researcher; planetary scientist; astronomer,American researcher and astronomer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
amanda_green_q4739639,Amanda Green,Q4739639,https://www.wikidata.org/wiki/Q4739639,https://en.wikipedia.org/wiki/Amanda_Green,literature,1965-12-29,,New York City,United States,female,composer,composer; actor; lyricist; songwriter; magazine writer,"American actress, singer and songwriter",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
amani_abeid_karume_q454382,Amani Abeid Karume,Q454382,https://www.wikidata.org/wiki/Q454382,https://en.wikipedia.org/wiki/Amani_Abeid_Karume,politics,1948-11-01,,Sultanate of Zanzibar,Tanzania,male,politician,politician,6th President of Zanzibar (2000-2010),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
